Brand,model,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
13,168,2011,13,135000.0,0,0,1,150000
11,120,2018,6,62000.0,0,0,0,3450000
23,356,2016,8,84000.0,1,0,0,625001
13,349,2019,5,128122.0,1,0,0,750000
28,222,2016,8,54000.0,0,1,2,490000
23,361,2014,10,84920.0,0,1,1,260000
18,302,2021,3,40000.0,0,0,2,1550000
23,361,2010,14,75000.0,1,0,1,190000
36,205,2019,5,40000.0,0,0,0,16500000
12,44,2015,9,47000.0,0,1,2,349000
23,319,2013,11,,1,1,0,245000
3,261,2014,10,110000.0,0,1,0,1650000
23,80,2017,7,80000.0,1,0,1,390000
37,347,2014,10,72900.0,0,1,0,511000
23,241,2009,15,65000.0,1,1,1,60000
23,320,2016,8,160000.0,1,1,0,430000
22,382,2017,7,94054.0,0,0,0,1131000
31,137,2012,12,102506.0,0,1,2,315000
13,393,2011,13,100000.0,1,1,2,230000
37,253,2014,10,82000.0,1,1,2,300000
12,44,2019,5,61000.0,1,1,1,530000
18,302,2020,4,44197.0,0,0,0,1645000
12,44,2014,10,84999.0,1,1,1,278000
23,317,2023,1,39000.0,1,0,1,675000
12,84,2012,12,60000.0,0,1,1,321999
13,393,2009,15,80000.0,1,0,1,165000
22,56,2020,4,53000.0,1,0,0,700000
22,382,2018,6,61000.0,1,0,0,945000
26,95,2019,5,17000.0,0,1,2,4599999
23,282,2020,4,54000.0,1,0,2,430000
35,180,2008,16,24000.0,1,0,2,130000
12,191,2016,8,62000.0,0,1,2,400000
11,133,2010,14,93000.0,1,1,0,175000
13,384,2018,6,51000.0,1,0,1,476000
23,317,2019,5,57000.0,0,0,2,595000
23,362,2019,5,75000.0,1,0,1,515000
25,112,2018,6,75000.0,0,0,0,2995000
13,235,2021,3,48000.0,1,0,1,550000
22,329,2022,2,26000.0,0,0,0,1790000
23,317,2016,8,65000.0,1,0,1,399000
23,356,2018,6,32000.0,1,0,0,675000
21,174,2021,3,9000.0,0,0,2,1721000
25,279,2001,23,95000.0,0,1,2,399000
13,393,2011,13,67000.0,1,0,2,210000
36,187,2010,14,187000.0,1,1,0,540000
3,27,2015,9,59000.0,0,0,0,2350000
23,361,2016,8,100000.0,0,1,1,240000
36,187,2013,11,250000.0,1,1,0,799999
23,319,2014,10,71500.0,1,1,0,499000
11,141,2019,5,51000.0,1,0,0,395000
23,123,2017,7,46000.0,0,1,2,725000
35,332,2017,7,48000.0,1,0,1,445000
12,191,2018,6,85000.0,0,0,1,575000
28,222,2017,7,75000.0,0,1,1,290000
3,22,2015,9,42000.0,0,1,0,1050000
31,197,2017,7,30000.0,0,1,2,375000
23,167,2023,1,14000.0,0,0,1,2225000
23,379,2024,0,11000.0,0,0,1,1324999
3,26,2015,9,93000.0,0,0,0,1090000
23,317,2016,8,65000.0,1,0,1,399000
13,169,2019,5,59284.0,0,1,2,533000
23,363,2017,7,55000.0,1,0,1,350000
33,316,2017,7,85000.0,0,0,2,1675000
13,393,2010,14,62000.0,0,1,1,255000
13,100,2021,3,56000.0,1,1,0,1590000
31,197,2018,6,70000.0,0,1,2,325000
12,191,2016,8,36000.0,0,1,2,625000
12,84,2015,9,68000.0,0,1,1,575000
13,349,2022,2,45000.0,1,0,2,760000
3,261,2013,11,175000.0,0,0,0,1375000
23,319,2017,7,115000.0,1,1,1,330000
33,303,2022,2,48000.0,1,0,2,1350000
13,394,2022,2,45000.0,1,0,2,725000
36,97,2014,10,190000.0,1,0,0,945000
36,340,2022,2,28000.0,0,0,1,2095000
23,116,2014,10,79000.0,1,1,1,285000
36,188,2019,5,27000.0,0,0,2,1899000
35,173,2022,2,14000.0,0,0,0,1780000
23,178,2022,2,39000.0,0,0,2,675000
36,97,2010,14,85000.0,1,1,1,235000
23,319,2010,14,85000.0,1,1,2,175000
35,392,2015,9,140000.0,1,1,0,250000
31,297,2012,12,50000.0,1,1,1,229000
13,169,2021,3,88000.0,1,0,1,575000
4,365,2017,7,57000.0,0,1,0,1799999
35,176,2020,4,85000.0,1,0,0,625000
12,86,2010,14,90000.0,0,1,1,270000
36,187,2014,10,96760.0,1,1,0,975000
23,361,2013,11,64000.0,1,0,1,190000
35,330,2017,7,52000.0,0,1,2,400000
36,188,2018,6,151000.0,0,0,0,1650000
23,317,2018,6,68364.0,1,0,2,685000
25,112,2012,12,74000.0,0,1,0,1295000
12,44,2015,9,71000.0,1,0,2,275000
23,116,2021,3,75000.0,1,0,1,515000
18,306,2022,2,27000.0,1,0,0,1175000
23,361,2018,6,80000.0,0,1,1,351000
13,100,2021,3,32000.0,1,0,0,975000
13,296,2009,15,86000.0,1,1,1,125000
23,361,2015,9,62000.0,1,1,1,125000
13,384,2014,10,72000.0,0,1,1,445000
23,52,2016,8,31000.0,0,1,2,4999000
11,115,2013,11,119000.0,1,1,0,450000
36,140,2012,12,168554.0,1,1,0,985000
23,319,2009,15,98000.0,1,1,0,245000
25,149,2016,8,50000.0,0,1,2,1585000
23,17,2009,15,97000.0,0,1,0,120000
23,52,2016,8,60837.0,1,0,2,467000
23,80,2014,10,60000.0,0,0,2,290000
12,358,2017,7,41000.0,1,0,0,775000
35,230,2014,10,74000.0,1,0,1,140000
23,123,2018,6,76000.0,1,1,1,695000
19,267,2019,5,110000.0,0,1,0,14000000
36,187,2013,11,130000.0,1,0,0,700000
23,321,2010,14,123000.0,1,1,2,210000
13,352,2020,4,49500.0,0,0,2,1099000
31,336,2021,3,58000.0,0,1,2,475000
13,113,2015,9,3586.0,1,0,2,160000
22,219,2019,5,40000.0,0,0,0,850000
11,120,2016,8,99000.0,0,1,0,1650000
28,315,2011,13,52000.0,1,0,2,199000
25,145,2011,13,45000.0,0,1,0,7500000
36,140,2018,6,90000.0,0,1,0,3485000
23,362,2021,3,28000.0,1,0,1,485000
11,120,2021,3,45000.0,0,0,0,3583000
9,209,2010,14,112000.0,1,1,0,290000
13,394,2011,13,64000.0,1,1,1,255000
37,333,2018,6,74656.0,0,0,0,1850000
13,100,2016,8,75000.0,1,1,0,985000
23,319,2016,8,61000.0,1,1,0,565000
23,40,2017,7,72000.0,1,1,2,260000
36,188,2020,4,62000.0,1,0,0,2645000
23,171,2014,10,120000.0,1,1,2,420000
23,361,2020,4,73500.0,1,0,1,550000
36,127,2015,9,203000.0,1,1,0,450000
23,52,2016,8,77000.0,0,1,1,489999
23,40,2022,2,140000.0,0,0,1,400000
36,97,2009,15,84000.0,1,1,1,145000
13,349,2022,2,39000.0,1,1,2,955000
13,100,2016,8,78000.0,1,1,0,825000
23,123,2021,3,64000.0,0,0,1,950000
13,33,2008,16,102000.0,1,0,2,125000
13,352,2018,6,48000.0,0,1,2,899999
23,361,2020,4,40000.0,1,1,1,525000
3,26,2016,8,63000.0,0,1,2,1735000
13,48,2023,1,40000.0,1,0,1,730000
12,84,2009,15,73000.0,0,1,1,290000
36,187,2014,10,50999.0,1,1,0,1350000
23,52,2017,7,66500.0,1,0,2,665000
13,352,2018,6,63000.0,1,0,0,870000
4,11,2022,2,17000.0,0,0,0,6250000
23,52,2020,4,17500.0,0,0,2,595000
13,296,2009,15,102000.0,1,1,1,159000
25,65,2016,8,53000.0,0,0,0,3800000
13,394,2016,8,37200.0,1,1,2,590000
23,40,2012,12,85000.0,1,1,1,100000
23,321,2011,13,68538.0,1,1,1,175000
4,8,2015,9,61000.0,0,1,0,1500000
23,80,2017,7,710000.0,0,0,2,425000
3,263,2014,10,45000.0,0,1,0,1200000
23,123,2021,3,110000.0,1,0,1,1051000
13,169,2021,3,40000.0,0,0,2,625000
18,306,2022,2,69726.0,1,0,0,1050000
23,282,2020,4,52000.0,0,0,2,490000
18,75,2022,2,39000.0,0,0,0,3100000
23,379,2019,5,71000.0,0,0,2,925000
23,277,2010,14,74000.0,1,0,1,145000
23,116,2018,6,0.0,1,1,1,350000
23,116,2014,10,720000.0,1,0,1,350000
23,361,2021,3,113707.0,1,0,2,485000
23,277,2016,8,66000.0,1,0,0,290000
23,361,2010,14,58888.0,1,1,1,199000
12,87,2010,14,86000.0,0,1,2,238000
13,100,2018,6,50480.0,0,0,0,1250001
23,317,2012,12,77000.0,1,0,0,299000
3,24,2015,9,76000.0,0,1,2,1450000
23,391,1998,26,,1,1,2,27000
31,109,2015,9,138624.0,1,0,0,420000
13,138,2014,10,43000.0,1,1,2,550000
12,44,2015,9,82000.0,1,1,1,299000
22,351,2011,13,220000.0,1,1,0,235000
23,361,2022,2,16000.0,1,0,1,560000
22,382,2012,12,73000.0,1,1,0,365000
36,340,2022,2,38000.0,0,0,1,1550000
33,271,2016,8,80000.0,0,0,0,651000
23,52,2023,1,27164.0,0,0,1,905000
12,84,2011,13,174988.0,0,1,1,199500
11,115,2013,11,65000.0,1,1,0,400000
13,352,2013,11,90000.0,1,1,0,529000
35,182,2003,21,80000.0,1,1,0,49000
35,238,2018,6,62000.0,0,1,2,675000
35,290,2012,12,79800.0,1,1,0,285000
35,176,2017,7,99000.0,0,0,0,999000
23,123,2016,8,74000.0,0,0,1,689000
16,377,2011,13,98000.0,0,0,0,1250000
23,356,2016,8,128000.0,1,0,0,765000
36,97,2015,9,68000.0,0,1,1,777777
23,37,2013,11,72000.0,1,1,1,160000
4,368,2018,6,55000.0,0,0,0,4400000
23,241,2005,19,91000.0,1,1,2,130000
11,120,2017,7,200000.0,0,0,0,1990000
12,70,2014,10,65000.0,0,0,2,750000
23,80,2015,9,52000.0,0,1,1,330000
23,80,2016,8,34000.0,0,1,2,399999
23,37,2012,12,90000.0,1,1,1,85000
4,14,2019,5,85000.0,0,0,2,3400000
33,271,2019,5,77873.0,1,0,2,640000
22,329,2022,2,98000.0,0,0,0,1600000
36,71,2016,8,65000.0,0,0,1,1650000
13,394,2019,5,48000.0,1,0,1,660000
11,136,2016,8,45000.0,1,1,2,345000
23,123,2020,4,780000.0,0,0,1,949999
37,347,2018,6,68000.0,0,1,0,799999
23,116,2019,5,88000.0,0,0,1,455000
23,319,2015,9,81000.0,1,1,1,525000
12,191,2016,8,66000.0,0,1,2,490000
23,277,2014,10,145999.0,1,0,0,375000
36,188,2018,6,188000.0,1,0,0,1500000
23,319,2018,6,210000.0,1,1,0,500000
11,133,2011,13,175000.0,1,1,0,250000
23,83,2016,8,62982.0,1,1,2,625000
13,169,2021,3,19500.0,1,1,2,575000
13,169,2020,4,47523.0,1,0,2,495000
23,319,2018,6,130000.0,1,0,2,600000
26,99,2012,12,7400.0,0,1,2,1250000
35,184,2010,14,164000.0,1,1,0,125000
13,235,2006,18,20.0,0,1,1,90000
23,317,2015,9,74000.0,1,1,2,390000
23,361,2022,2,63000.0,1,0,1,590000
17,364,2022,2,15000.0,0,0,2,7000000
23,17,2009,15,40.0,0,0,2,62000
36,188,2019,5,55000.0,0,0,0,2230000
13,168,2017,7,82000.0,0,0,1,475000
12,84,2016,8,52000.0,1,0,2,499000
23,359,2017,7,52000.0,1,0,1,350000
25,279,2011,13,42000.0,0,1,2,3000000
25,156,2020,4,19000.0,0,0,0,8050000
23,361,2022,2,22000.0,0,0,2,600000
38,374,2023,1,9700.0,0,0,2,6000000
13,352,2016,8,55000.0,0,1,2,280000
4,15,2017,7,58900.0,0,1,0,4850000
18,302,2022,2,48000.0,1,1,0,1190000
4,11,2016,8,47000.0,0,1,0,2500000
22,298,2022,2,69120.0,1,0,0,1595000
13,352,2019,5,29000.0,0,1,2,1000000
31,197,2022,2,17000.0,1,0,2,400000
37,347,2012,12,68000.0,1,1,0,390000
25,149,2022,2,25700.0,0,0,0,4700000
23,123,2024,0,28.0,0,0,1,1320000
35,238,2019,5,70000.0,1,0,0,575000
23,277,2010,14,75000.0,1,1,2,240000
13,168,2019,5,54252.0,0,0,2,525000
36,97,2014,10,78000.0,0,1,1,575000
13,294,2015,9,95000.0,0,1,0,850000
35,231,2015,9,26000.0,0,0,2,250000
25,65,2011,13,60000.0,0,0,2,1150000
11,115,2014,10,110000.0,1,1,2,350000
23,83,2018,6,50000.0,0,0,1,599000
13,394,2010,14,82487.0,0,1,2,279999
23,83,2018,6,35000.0,0,0,1,945000
23,319,2017,7,85000.0,0,1,0,560000
12,84,2010,14,96000.0,0,1,1,299000
3,263,2014,10,45000.0,0,1,0,1200000
23,361,2019,5,44000.0,0,0,1,430000
37,253,2014,10,90000.0,1,1,2,398888
23,241,2010,14,100000.0,1,1,1,110000
23,123,2015,9,75000.0,1,1,1,650000
31,197,2018,6,60000.0,0,0,2,405000
22,298,2021,3,59642.0,1,0,0,1170000
28,315,2013,11,56850.0,0,1,1,185000
31,109,2018,6,100000.0,1,0,0,835000
13,352,2019,5,72000.0,1,1,0,777000
36,188,2017,7,110000.0,0,1,0,1563000
23,52,2016,8,68000.0,0,1,1,489999
35,42,2020,4,26000.0,1,0,2,759000
13,168,2018,6,75000.0,1,1,1,399000
23,37,2010,14,76000.0,1,1,2,208000
4,365,2020,4,45000.0,0,0,2,3700000
23,277,2015,9,64000.0,1,1,2,295000
13,100,2018,6,76500.0,1,0,0,800000
30,76,2011,13,56000.0,0,1,0,1320000
22,380,2022,2,12000.0,1,0,2,949000
23,359,2020,4,36230.0,0,0,2,625000
36,189,2022,2,35000.0,0,0,2,2200000
22,387,2013,11,10.0,1,1,0,198000
12,44,2013,11,99000.0,1,0,0,395000
23,80,2018,6,73000.0,0,0,2,475000
13,296,2012,12,97000.0,1,1,2,150000
36,140,2017,7,63000.0,0,1,0,3300000
12,63,2012,12,90000.0,1,0,2,290000
12,84,2015,9,41000.0,0,1,2,645000
36,205,2009,15,120000.0,0,1,0,4200000
18,302,2019,5,22000.0,0,1,2,1195000
13,100,2017,7,45000.0,0,0,2,869000
12,84,2017,7,29000.0,0,1,2,775000
23,317,2019,5,30000.0,1,0,2,610000
31,336,2024,0,12000.0,1,0,2,625000
23,83,2016,8,83000.0,1,1,1,450000
22,329,2022,2,7500.0,0,0,2,1250000
13,100,2016,8,84000.0,0,0,0,725000
36,4,2024,0,6000.0,0,0,0,5495000
12,84,2012,12,74000.0,0,1,1,310000
18,306,2021,3,34000.0,0,0,1,899000
23,321,2012,12,67000.0,1,1,1,290000
23,317,2019,5,71000.0,0,0,2,649000
7,307,2011,13,68892.0,1,0,2,92000
23,123,2022,2,14000.0,1,0,1,1109000
35,182,2015,9,96000.0,1,1,0,149000
23,241,2016,8,36000.0,1,0,1,275000
23,282,2019,5,55000.0,0,0,1,395000
4,11,2020,4,65000.0,0,1,0,4800000
12,84,2014,10,86000.0,0,1,1,469000
25,50,2014,10,79000.0,0,1,0,599000
36,188,2020,4,55000.0,0,0,0,2600000
23,144,2024,0,8000.0,1,0,2,100000
23,361,2015,9,80000.0,0,0,1,280000
37,347,2017,7,78000.0,0,1,2,565000
33,132,2012,12,67000.0,1,0,0,150000
4,7,2014,10,48000.0,0,0,0,1425000
4,8,2015,9,61000.0,0,1,0,1500000
13,100,2018,6,110000.0,1,0,0,1125000
36,140,2013,11,110000.0,1,1,0,1353000
23,52,2016,8,90000.0,1,1,0,540000
25,68,2013,11,129000.0,0,1,0,1750000
23,362,2011,13,72000.0,1,1,1,140000
11,120,2016,8,56000.0,0,1,0,2250000
13,169,2020,4,46000.0,0,0,1,590000
23,319,2013,11,102000.0,1,1,2,360000
13,168,2018,6,57000.0,1,1,1,399999
23,80,2017,7,80000.0,0,1,1,450000
23,362,2011,13,78000.0,1,0,1,221000
13,394,2011,13,80000.0,0,1,1,220000
13,393,2013,11,85200.0,0,1,1,321000
36,71,2014,10,122000.0,0,1,2,899000
35,257,2022,2,7900.0,0,1,2,890000
12,44,2019,5,72000.0,1,0,1,451000
26,6,2019,5,39000.0,0,1,2,3900000
23,52,2018,6,108000.0,1,1,0,550000
23,17,1986,38,68000.0,1,1,2,120000
36,340,2022,2,36240.0,1,0,2,1550000
13,34,2005,19,150000.0,1,0,2,95000
31,336,2019,5,39892.0,1,0,2,560000
22,387,2016,8,220000.0,1,1,0,465000
35,238,2020,4,105800.0,0,0,2,675000
23,116,2017,7,85000.0,0,1,1,460000
23,319,2024,0,15000.0,1,0,1,280000
12,84,2016,8,64000.0,1,0,1,585000
36,188,2017,7,46000.0,0,1,0,2300000
23,52,2020,4,37000.0,1,0,2,665000
12,84,2021,3,20000.0,0,1,2,1325000
37,347,2011,13,67000.0,0,1,1,450000
36,129,2019,5,112500.0,1,1,0,850000
13,48,2020,4,94000.0,0,1,0,750000
23,52,2016,8,72000.0,0,1,2,545000
25,65,2003,21,87000.0,0,1,2,265000
23,37,2010,14,141000.0,0,1,2,79999
23,241,2019,5,1.0,1,1,0,365000
3,24,2013,11,25000.0,1,0,0,950000
12,84,2010,14,189000.0,1,0,1,300000
31,197,2016,8,38000.0,1,1,2,235000
13,352,2017,7,63000.0,1,1,1,515000
35,218,2012,12,75000.0,1,1,1,145000
23,190,2023,1,6100.0,0,1,1,2800000
23,123,2021,3,64000.0,1,0,1,899000
12,70,2008,16,95000.0,0,1,1,250000
23,362,2018,6,150000.0,0,0,1,220000
31,210,2016,8,86000.0,1,0,0,375001
13,352,2012,12,120000.0,0,1,0,450000
13,113,2012,12,48449.0,1,1,2,210000
25,287,2024,0,1400.0,0,0,2,24500000
23,361,2014,10,123000.0,1,1,2,350000
13,394,2012,12,74000.0,1,0,0,295000
33,303,2022,2,84000.0,0,0,2,1030000
36,140,2015,9,95000.0,1,1,0,1145000
13,119,2020,4,64259.0,1,1,1,636000
23,80,2019,5,85000.0,1,1,1,449000
12,44,2018,6,68000.0,0,0,1,550000
23,123,2016,8,90000.0,1,1,1,689000
23,40,2019,5,17405.0,1,0,2,325000
23,52,2019,5,75000.0,0,1,2,650000
11,115,2021,3,42850.0,1,0,0,900000
36,140,2018,6,50200.0,0,1,0,2400000
3,24,2012,12,68000.0,0,1,0,750000
18,302,2022,2,39000.0,0,0,0,1825000
23,361,2017,7,58670.0,1,0,2,365000
23,83,2019,5,43000.0,0,1,1,520000
35,354,2011,13,138000.0,1,0,0,222200
23,361,2016,8,62000.0,0,1,2,365000
23,362,2009,15,72000.0,1,1,1,115000
13,168,2017,7,39510.0,0,1,2,425100
36,4,2024,0,6000.0,0,0,0,5495000
23,361,2016,8,42000.0,0,0,2,311000
13,113,2016,8,45000.0,1,0,1,275000
12,44,2015,9,50000.0,1,0,2,249991
23,123,2019,5,59000.0,0,0,1,1150000
36,188,2022,2,55000.0,0,0,0,2050000
12,44,2017,7,85500.0,1,1,1,295000
36,140,2018,6,38000.0,0,0,0,2975000
23,116,2021,3,47000.0,0,0,1,505000
7,54,2015,9,61000.0,1,1,0,184000
37,347,2016,8,65000.0,0,1,2,499999
23,178,2017,7,48125.0,1,0,2,435000
12,44,2021,3,119000.0,0,0,0,900000
23,62,2017,7,56000.0,1,1,0,620000
12,70,2013,11,57000.0,0,1,2,715000
36,188,2018,6,99500.0,0,1,0,1949000
13,337,2017,7,55000.0,0,0,0,1190000
7,72,2012,12,175300.0,0,1,0,395000
21,174,2020,4,96000.0,1,0,0,1275000
13,394,2018,6,43000.0,1,0,2,595000
12,84,2015,9,90200.0,0,1,1,475000
13,385,2018,6,130000.0,1,1,1,195000
23,123,2021,3,64035.0,1,0,1,975000
13,352,2007,17,79000.0,1,1,1,190000
13,100,2018,6,54000.0,0,1,0,899000
25,149,2016,8,41000.0,0,1,0,2225000
23,359,2011,13,68000.0,1,1,1,190000
35,176,2017,7,77652.0,0,1,0,725000
12,44,2022,2,25000.0,0,0,2,805000
35,330,2016,8,110818.0,1,1,2,325000
4,7,2014,10,50000.0,0,0,0,1425000
8,159,2017,7,50000.0,0,0,1,330000
13,393,2011,13,75000.0,0,1,1,325000
23,319,2016,8,68000.0,1,0,1,365000
21,175,2023,1,10300.0,0,1,2,2125000
13,393,2009,15,115000.0,0,1,1,170000
13,168,2017,7,45000.0,1,0,1,375000
12,191,2019,5,62000.0,0,0,2,650000
13,100,2019,5,110000.0,0,0,0,1290000
23,52,2019,5,38032.0,0,1,2,690000
23,361,2014,10,56000.0,0,1,1,260000
11,120,2020,4,85000.0,0,0,0,2985000
33,201,2022,2,24000.0,1,0,2,1250000
36,188,2021,3,90000.0,0,0,0,1975000
38,286,2018,6,76000.0,0,0,0,2750000
36,140,2015,9,84000.0,0,0,0,1175000
23,116,2020,4,36000.0,0,0,1,475000
23,319,2016,8,108000.0,1,0,0,565000
13,122,2017,7,24200.0,0,1,1,300000
3,23,2016,8,37909.0,0,1,2,2899999
13,394,2012,12,65606.0,1,1,1,211000
1,208,2024,0,0.0,0,0,1,32000
22,382,2014,10,70000.0,1,0,0,799000
13,393,2009,15,55000.0,0,1,2,225000
31,109,2016,8,72000.0,0,1,0,400000
3,26,2022,2,50000.0,0,1,2,4500000
23,361,2023,1,85000.0,0,0,1,210000
23,317,2022,2,40000.0,0,0,2,765000
37,253,2017,7,70677.0,1,0,2,549000
23,83,2014,10,63079.0,1,0,2,261000
12,86,2005,19,105000.0,1,1,2,130000
23,319,2021,3,56000.0,1,0,2,625000
23,125,2009,15,72000.0,1,1,2,159000
17,364,2023,1,7000.0,0,0,2,6090000
25,67,2019,5,42000.0,0,0,2,2800000
4,368,2016,8,71000.0,0,1,0,3000000
37,193,2012,12,175000.0,1,1,0,400000
13,337,2017,7,85000.0,0,1,0,999999
23,359,2013,11,80000.0,1,1,1,235000
13,169,2021,3,30941.0,1,1,1,625000
23,361,2016,8,55962.0,1,1,1,215500
23,40,2017,7,78000.0,0,0,1,290000
22,329,2022,2,14000.0,0,1,1,1600000
36,187,2012,12,98000.0,1,1,0,850000
36,97,2015,9,74000.0,0,1,2,649000
36,140,2015,9,155000.0,0,1,0,1275000
18,302,2022,2,17000.0,0,0,2,1575000
18,306,2021,3,17451.0,0,0,2,1265000
23,282,2022,2,12000.0,0,0,2,520000
36,340,2023,1,18246.0,0,0,1,1950000
8,272,2016,8,53000.0,1,1,1,290000
13,394,2014,10,68000.0,1,1,1,385000
36,187,2016,8,215000.0,1,1,0,1245000
13,100,2017,7,54000.0,0,0,0,1250000
12,44,2013,11,85000.0,1,1,0,299000
13,384,2018,6,134286.0,1,1,0,365000
4,11,2017,7,88000.0,0,0,0,2375000
36,127,2018,6,87600.0,1,1,0,455000
35,238,2021,3,26000.0,0,0,1,895000
12,84,2015,9,138753.0,1,1,0,330000
23,281,2018,6,167000.0,1,1,0,715999
13,394,2018,6,77665.0,1,0,2,599000
13,394,2019,5,40000.0,1,0,1,545000
13,138,2011,13,98500.0,1,1,0,319000
23,83,2019,5,53000.0,0,0,1,825000
12,44,2015,9,83000.0,1,1,1,325000
13,122,2013,11,65000.0,1,1,2,225000
25,19,2023,1,6700.0,0,0,2,3825000
13,100,2018,6,68000.0,0,0,2,850000
18,306,2021,3,65000.0,0,0,0,975000
7,54,2012,12,82098.0,1,1,0,165000
12,84,2021,3,60180.0,0,0,2,1170000
4,11,2018,6,37000.0,0,0,0,4800000
12,87,2019,5,20000.0,0,1,2,1773000
13,393,2010,14,42000.0,1,0,2,172000
23,361,2012,12,65000.0,1,0,1,285000
12,44,2015,9,82000.0,0,0,2,390000
22,382,2015,9,75000.0,1,0,0,545000
23,80,2018,6,75698.0,1,1,2,430000
36,187,2014,10,324900.0,1,0,0,829999
19,108,2018,6,93000.0,0,1,0,2750000
36,140,2017,7,95000.0,0,1,0,2625000
23,317,2012,12,75211.0,1,1,2,325000
23,361,2012,12,120000.0,0,1,1,155000
23,361,2021,3,60000.0,1,1,1,570000
17,88,2018,6,68000.0,0,0,2,1049999
23,116,2018,6,82000.0,0,1,1,350000
17,88,2018,6,40000.0,0,1,2,1150000
13,394,2018,6,88250.0,1,0,0,825000
13,393,2016,8,74156.0,1,1,1,295000
36,129,2011,13,90000.0,1,1,1,295000
37,55,2009,15,38000.0,0,1,2,2800000
23,178,2022,2,38000.0,1,0,2,490000
13,394,2023,1,4431.0,1,0,2,1090000
23,362,2017,7,85000.0,1,1,1,340000
11,133,2006,18,80000.0,1,1,1,110000
13,100,2015,9,74000.0,1,1,0,649000
36,188,2021,3,7500.0,0,0,0,3310000
36,187,2012,12,65000.0,1,1,0,680000
23,319,2015,9,1000.0,0,0,1,150000
15,105,2020,4,66658.0,1,0,0,1695000
23,359,2009,15,72000.0,1,1,2,129999
36,97,2011,13,75000.0,0,0,1,250000
22,195,2016,8,70000.0,1,0,2,269000
23,398,2020,4,33759.0,1,1,2,622000
13,393,2010,14,86000.0,0,1,1,180000
23,317,2022,2,23000.0,1,0,2,698000
28,198,2019,5,54000.0,1,0,2,645000
36,71,2015,9,68000.0,0,1,2,1185000
36,97,2014,10,68000.0,0,0,1,585000
12,191,2019,5,6585.0,1,0,2,300000
13,48,2024,0,3500.0,1,0,1,700000
13,100,2020,4,120488.0,1,0,2,865000
31,197,2018,6,53000.0,0,1,1,375000
33,271,2015,9,72000.0,0,1,0,474000
23,40,2010,14,87000.0,1,1,1,95000
13,117,2012,12,71000.0,0,1,2,445000
23,319,2012,12,156300.0,1,1,2,300000
25,65,2021,3,6000.0,0,0,0,4650000
13,349,2020,4,18000.0,0,0,2,950000
23,321,2011,13,90000.0,0,1,1,240000
12,84,2015,9,61000.0,0,0,1,530000
25,30,2016,8,35000.0,0,1,2,4850000
23,40,2011,13,95000.0,0,1,1,135000
23,317,2013,11,150000.0,1,1,2,320000
18,302,2020,4,50000.0,0,0,0,1350000
4,370,2015,9,49000.0,0,1,2,6800000
23,361,2021,3,65000.0,1,0,1,450000
3,24,2022,2,28000.0,0,0,2,4200000
6,139,2017,7,22000.0,0,0,2,18500000
23,116,2020,4,75000.0,1,1,1,411000
23,362,2017,7,63000.0,1,0,1,345000
37,325,2021,3,19000.0,0,1,2,1180000
23,123,2019,5,62000.0,0,1,1,820000
36,97,2013,11,28001.0,1,0,0,575000
23,80,2014,10,77000.0,0,0,2,260000
22,192,1994,30,0.0,1,1,0,295000
3,261,2014,10,84000.0,0,1,0,850000
23,80,2018,6,70000.0,1,1,1,395000
12,84,2019,5,32500.0,1,1,1,725000
36,188,2018,6,162000.0,0,1,0,1875000
23,362,2012,12,67000.0,1,1,1,240000
7,326,2015,9,120000.0,1,1,0,560000
22,43,2019,5,60000.0,0,0,0,1900000
12,63,2016,8,64000.0,1,1,1,285000
23,116,2015,9,64000.0,1,0,1,435000
12,44,2021,3,78000.0,0,1,0,1075000
13,296,2009,15,128000.0,0,0,1,60000
23,361,2020,4,6000.0,1,0,2,550000
23,52,2017,7,58000.0,1,0,0,651000
13,100,2021,3,63000.0,0,0,0,1550000
23,17,2006,18,26500.0,1,1,2,125000
23,241,2013,11,72000.0,1,1,1,235000
31,109,2014,10,128000.0,1,1,0,378000
36,187,2015,9,145500.0,1,0,0,1240000
13,168,2016,8,62000.0,0,1,1,440000
31,197,2019,5,90000.0,1,1,2,325000
38,372,2019,5,40000.0,0,0,0,6900000
35,330,2018,6,56000.0,1,0,2,260000
22,322,2016,8,78000.0,0,1,0,585000
25,64,2011,13,96500.0,0,1,0,580000
31,109,2013,11,87000.0,1,1,0,435000
23,52,2015,9,87000.0,1,1,0,550000
23,80,2014,10,51000.0,1,1,2,370000
13,100,2018,6,120000.0,1,0,1,726000
13,393,2013,11,64000.0,0,1,2,329000
4,7,2010,14,150000.0,0,1,0,650000
23,41,2008,16,82000.0,0,1,2,180000
35,238,2021,3,67000.0,1,0,0,890000
13,100,2022,2,27000.0,0,1,2,1425000
23,241,2018,6,50000.0,0,0,1,250000
31,197,2017,7,71000.0,1,0,2,245000
23,317,2015,9,40000.0,0,1,1,350000
36,127,2014,10,95000.0,1,0,0,695000
23,361,2015,9,85000.0,1,0,2,450000
13,393,2013,11,102091.0,0,1,1,300000
13,352,2014,10,76000.0,0,1,0,465000
35,330,2022,2,19300.0,1,0,1,684000
23,362,2010,14,63000.0,1,0,2,210000
13,352,2014,10,71900.0,0,1,1,450000
23,356,2019,5,89500.0,0,1,0,669300
